planta_codigo,sector_codigo,sector_nombre,nivel_manual,nombre_visible,codigo_lgc,description_destino,codigo_sector_lgc,codigo_subsector_lgc,codigo_unidad_manual,nombre_unidad_manual,codigo_fuente_excel,descripcion_fuente_excel,regla_generacion
PR,EXT2,EXTRACCION 2,UNIDAD,I22,PR-EXT2-VLV-LCV-I22,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-STRIPPER I-22 (TERMINADOR ACEITE),PR-EXT2-VLV-LCV-I22,VALVULA MODULADORA ACEITE CRUDO A DESGOMADO,PR-EXT2-VLV-LCV-I22,VALVULA MODULADORA ACEITE CRUDO A DESGOMADO,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,SUBSECTOR,TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,BTZ_Description_03,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,,,PR-EXT2-TRR-ES02,TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EXT2,EXTRACCION 2,UNIDAD,01TE2,PR-EXT2-BMB-01TE2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,PR-EXT2-BMB-01TE2,BOMBA DE REFRIGERACIÓN Nº 1 <T.E.2> (E),PR-EXT2-BMB-01TE2,BOMBA DE REFRIGERACIÓN Nº 1 <T.E.2> (E),UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,02TE2,PR-EXT2-BMB-02TE2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,PR-EXT2-BMB-02TE2,BOMBA DE REFRIGERACIÓN Nº 2 <T.E.2> (C),PR-EXT2-BMB-02TE2,BOMBA DE REFRIGERACIÓN Nº 2 <T.E.2> (C),UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,03TE2,PR-EXT2-BMB-03TE2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,PR-EXT2-BMB-03TE2,BOMBA DE REFRIGERACIÓN Nº 3 <T.E.2> (O),PR-EXT2-BMB-03TE2,BOMBA DE REFRIGERACIÓN Nº 3 <T.E.2> (O),UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,TE02,PR-EXT2-VNT-TE02,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ENFRIAMIENTO SULZER Nº 2 <OESTE>,PR-EXT2-VNT-TE02,VENTILADOR Nº 1 <T.E.2> (EXT. 2),PR-EXT2-VNT-TE02,VENTILADOR Nº 1 <T.E.2> (EXT. 2),UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,SUBSECTOR,TORRE ABSORCION ITEM 120,PR-EXT2-LGC-TORRE ABSORCION ITEM 120,BTZ_Description_03,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ABSORCION ITEM 120,,,PR-EXT2-TRR-I120,TORRE ABSORCION ITEM 120,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EXT2,EXTRACCION 2,UNIDAD,P120,PR-EXT2-BMB-P120,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ABSORCION ITEM 120,PR-EXT2-BMB-P120,BOMBA CENTRIFUGA P-120 RECIRC.ACEIT,PR-EXT2-BMB-P120,BOMBA CENTRIFUGA P-120 RECIRC.ACEIT,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I120,PR-EXT2-EYC-I120,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ABSORCION ITEM 120,PR-EXT2-EYC-I120,EYECTOR I-120,PR-EXT2-EYC-I120,EYECTOR I-120,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I136,PR-EXT2-EYC-I136,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ABSORCION ITEM 120,PR-EXT2-EYC-I136,VENTILADOR EYECTOR I-136,PR-EXT2-EYC-I136,VENTILADOR EYECTOR I-136,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,V136,PR-EXT2-VLV-PCV-V136,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TORRE ABSORCION ITEM 120,PR-EXT2-VLV-PCV-V136,VALVULA MODULADORA DEPRESION CIRCUITO ABSORCION <AIRE A ATM>,PR-EXT2-VLV-PCV-V136,VALVULA MODULADORA DEPRESION CIRCUITO ABSORCION <AIRE A ATM>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,SUBSECTOR,TOSTER COC. DESOLVENT. I-70,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,BTZ_Description_03,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,,,PR-EXT2-TST-I70,TOSTER COC. DESOLVENT. I-70,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EXT2,EXTRACCION 2,UNIDAD,ATE2,PR-EXT2-ALM-ATE2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-ALM-ATE2,ALIMENTADOR AGREGADO A TOSTER E2,PR-EXT2-ALM-ATE2,ALIMENTADOR AGREGADO A TOSTER E2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,MLI70E2,PR-EXT2-RDC-MLI70E2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-RDC-MLI70E2,REDUCTOR MANDO LENTO TOSTER I-70,PR-EXT2-RDC-MLI70E2,REDUCTOR MANDO LENTO TOSTER I-70,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,TI70E2,PR-EXT2-RDC-TI70E2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-RDC-TI70E2,REDUCTOR TOSTER I-70,PR-EXT2-RDC-TI70E2,REDUCTOR TOSTER I-70,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I8B,PR-EXT2-VLV-I8B,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-VLV-I8B,VALVULA ROTATIVA 8-B,PR-EXT2-VLV-I8B,VALVULA ROTATIVA 8-B,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I8E1,PR-EXT2-VLV-I8E1,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-VLV-I8E1,VALVULA ROTATIVA 8-E1,PR-EXT2-VLV-I8E1,VALVULA ROTATIVA 8-E1,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I70,PR-EXT2-VLV-SCT-I70,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-VLV-SCT-I70,VALVULA DE SEGURIDAD CONDENSADO I70,PR-EXT2-VLV-SCT-I70,VALVULA DE SEGURIDAD CONDENSADO I70,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I70,PR-EXT2-VLV-SVT-I70,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-VLV-SVT-I70,VALVULA DE SEGURIDAD VAPOR I70,PR-EXT2-VLV-SVT-I70,VALVULA DE SEGURIDAD VAPOR I70,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I70/1,PR-EXT2-VLV-TCV-I70/1,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-VLV-TCV-I70/1,VALVULA MODULADORA 3 A 9 PSI TEMPERATURA DT <SUPERIOR>,PR-EXT2-VLV-TCV-I70/1,VALVULA MODULADORA 3 A 9 PSI TEMPERATURA DT <SUPERIOR>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I70/2,PR-EXT2-VLV-TCV-I70/2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-TOSTER COC. DESOLVENT. I-70,PR-EXT2-VLV-TCV-I70/2,VALVULA MODULADORA 9 A 15 PSI TEMPERATURA DT <INFERIOR>,PR-EXT2-VLV-TCV-I70/2,VALVULA MODULADORA 9 A 15 PSI TEMPERATURA DT <INFERIOR>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EXT2,EXTRACCION 2,SUBSECTOR,GENERAL,PR-EXT2-LGC-GENERAL,BTZ_Description_03,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,,,PR-EXT2-LGC-EXTRACCION 2,SUBSECTOR SINTETICO PARA HOJAS DIRECTAS DEL SECTOR,SUBSECTOR_SINTETICO_GENERAL
PR,EXT2,EXTRACCION 2,UNIDAD,TK503B,PR-EXT2-AGT-TK503B,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-AGT-TK503B,AGITADOR TK MEZCLA 503B,PR-EXT2-AGT-TK503B,AGITADOR TK MEZCLA 503B,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,AMGR2,PR-EXT2-APM-AMGR2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-APM-AMGR2,APAREJO MANUAL GRANULADORES LINEA 2,PR-EXT2-APM-AMGR2,APAREJO MANUAL GRANULADORES LINEA 2,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,200,PR-EXT2-APM-AMW-200,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-APM-AMW-200,APAREJO MANUAL DESGOMADORA WESTFALIA 200,PR-EXT2-APM-AMW-200,APAREJO MANUAL DESGOMADORA WESTFALIA 200,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,CFM01,PR-EXT2-BMB-CFM01,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-CFM01,BOMBA CENTRIFUGA Nº 1 (FM),PR-EXT2-BMB-CFM01,BOMBA CENTRIFUGA Nº 1 (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,CFM16,PR-EXT2-BMB-CFM16,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-CFM16,BOMBA CENTRIFUGA Nº 16 (FM),PR-EXT2-BMB-CFM16,BOMBA CENTRIFUGA Nº 16 (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,CFM19,PR-EXT2-BMB-CFM19,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-CFM19,BOMBA CENTRIFUGA Nº 19 (FM),PR-EXT2-BMB-CFM19,BOMBA CENTRIFUGA Nº 19 (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,HP3L,PR-EXT2-BMB-HP3L,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-HP3L,BOMBA HIDRAULICA P-3L,PR-EXT2-BMB-HP3L,BOMBA HIDRAULICA P-3L,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,LC2,PR-EXT2-BMB-LC2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-LC2,BOMBA SISTEMA DE LUBRICACIÓN CENTRALIZADA,PR-EXT2-BMB-LC2,BOMBA SISTEMA DE LUBRICACIÓN CENTRALIZADA,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P018B,PR-EXT2-BMB-P018B,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P018B,BOMBA CENTRIFUGA P-18 BIS RECIRC.,PR-EXT2-BMB-P018B,BOMBA CENTRIFUGA P-18 BIS RECIRC.,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P046,PR-EXT2-BMB-P046,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P046,BOMBA CENTRIFUGA P-46 DE COND,PR-EXT2-BMB-P046,BOMBA CENTRIFUGA P-46 DE COND,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P502A,PR-EXT2-BMB-P502A,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P502A,BOMBA CENTRIFUGA P-502A.,PR-EXT2-BMB-P502A,BOMBA CENTRIFUGA P-502A.,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P502B,PR-EXT2-BMB-P502B,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P502B,BOMBA CENTRIFUGA P-502B,PR-EXT2-BMB-P502B,BOMBA CENTRIFUGA P-502B,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P504,PR-EXT2-BMB-P504,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P504,BOMBA CENTRIFUGA P-504,PR-EXT2-BMB-P504,BOMBA CENTRIFUGA P-504,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P505A,PR-EXT2-BMB-P505A,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P505A,BOMBA CENTRIFUGA P-505A,PR-EXT2-BMB-P505A,BOMBA CENTRIFUGA P-505A,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P505B,PR-EXT2-BMB-P505B,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P505B,BOMBA CENTRIFUGA P-505B,PR-EXT2-BMB-P505B,BOMBA CENTRIFUGA P-505B,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,P506A,PR-EXT2-BMB-P506A,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-BMB-P506A,BOMBA CENTRIFUGA P-506A <NORTE>,PR-EXT2-BMB-P506A,BOMBA CENTRIFUGA P-506A <NORTE>,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,C11,PR-EXT2-CLM-C11,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-CLM-C11,COLUMNA RET.MISC-ACIDO Nº 11 (FM),PR-EXT2-CLM-C11,COLUMNA RET.MISC-ACIDO Nº 11 (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I30,PR-EXT2-DFL-I30,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-DFL-I30,DEFLEGMADOR ITEM 30,PR-EXT2-DFL-I30,DEFLEGMADOR ITEM 30,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I121,PR-EXT2-DST-I121,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-DST-I121,DESTILADOR AC.ABSORCION I-121,PR-EXT2-DST-I121,DESTILADOR AC.ABSORCION I-121,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,HAF,PR-EXT2-EST-HAF,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-EST-HAF,ESTACION HIDRAULICA FILTROS (FM),PR-EXT2-EST-HAF,ESTACION HIDRAULICA FILTROS (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I506,PR-EXT2-EYC-I506,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-EYC-I506,EYECTOR I-41/506,PR-EXT2-EYC-I506,EYECTOR I-41/506,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,PRE60,PR-EXT2-INT-PRE60,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-INT-PRE60,INTERCAMBIADOR PRE-60,PR-EXT2-INT-PRE60,INTERCAMBIADOR PRE-60,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,MH1,PR-EXT2-MZC-MH1,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-MZC-MH1,MEZCLADOR HORIZONTAL Nº 17 <N> (FM),PR-EXT2-MZC-MH1,MEZCLADOR HORIZONTAL Nº 17 <N> (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,MH2,PR-EXT2-MZC-MH2,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-MZC-MH2,MEZCLADOR HORIZONTAL Nº 18 <S> (FM),PR-EXT2-MZC-MH2,MEZCLADOR HORIZONTAL Nº 18 <S> (FM),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I146,PR-EXT2-SPR-I146,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-SPR-I146,SEPARADOR ACEITE ITEM 146,PR-EXT2-SPR-I146,SEPARADOR ACEITE ITEM 146,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I99,PR-EXT2-TSV-I99,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-TSV-I99,TRAMPA DE SOLVENTE (CEMENTO),PR-EXT2-TSV-I99,TRAMPA DE SOLVENTE (CEMENTO),UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,I17,PR-EXT2-VLV-FCV-I17,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-VLV-FCV-I17,VALVULA MODULADORA MISCELA A EVAPORADOR <DE IT17 A IT60>,PR-EXT2-VLV-FCV-I17,VALVULA MODULADORA MISCELA A EVAPORADOR <DE IT17 A IT60>,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,12KG,PR-EXT2-VLV-SOV-12KG,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-VLV-SOV-12KG,VALVULA ON-OFF ENTRADA VAPOR A PLANTA LINEA 12 KG,PR-EXT2-VLV-SOV-12KG,VALVULA ON-OFF ENTRADA VAPOR A PLANTA LINEA 12 KG,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EXT2,EXTRACCION 2,UNIDAD,7KG,PR-EXT2-VLV-SOV-7KG,BTZ_Description_04,PR-EXT2-LGC-EXTRACCION 2,PR-EXT2-LGC-GENERAL,PR-EXT2-VLV-SOV-7KG,VALVULA ON-OFF ENTRADA VAPOR A PLANTA LINEA 7 KG,PR-EXT2-VLV-SOV-7KG,VALVULA ON-OFF ENTRADA VAPOR A PLANTA LINEA 7 KG,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,PRP1,PREPARACION LINEA 1,SECTOR,PREPARACION LINEA 1,PR-PRP1-LGC-PREPARACION 1,BTZ_Description_02,PR-PRP1-LGC-PREPARACION 1,,,,PR-PRP1-LGC-PREPARACION 1,LOGICO PREPARACION LINEA 1,SECTOR_DESDE_RAIZ_PR
PR,PRP1,PREPARACION LINEA 1,SUBSECTOR,COCINADORES PREPARACION LINEA 1,PR-PRP1-LGC-COCINADORES,BTZ_Description_03,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-COCINADORES,,,PR-PRP1-LGC-COCINADORES,LOGICO COCINADORES PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PRP1,PREPARACION LINEA 1,SUBSECTOR,ENFRIADORES PREPARACION LINEA 1,PR-PRP1-LGC-ENFRIADORES,BTZ_Description_03,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-ENFRIADORES,,,PR-PRP1-LGC-ENFRIADORES,LOGICO ENFRIADORES PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PRP1,PREPARACION LINEA 1,SUBSECTOR,EXPANDERS PREPARACION LINEA 1,PR-PRP1-LGC-EXPANDERS,BTZ_Description_03,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-EXPANDERS,,,PR-PRP1-LGC-EXPANDERS,LOGICO EXPANDERS PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PRP1,PREPARACION LINEA 1,SUBSECTOR,LAMINADORES PREPARACION LINEA 1,PR-PRP1-LGC-LAMINADORES,BTZ_Description_03,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-LAMINADORES,,,PR-PRP1-LGC-LAMINADORES,LOGICO LAMINADORES PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PRP1,PREPARACION LINEA 1,SUBSECTOR,MULTIASPIRADORES PREPARACION LINEA 1,PR-PRP1-LGC-MULTIASPIRADORES,BTZ_Description_03,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-MULTIASPIRADORES,,,PR-PRP1-LGC-MULTIASPIRADORES,LOGICO MULTIASPIRADORES PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PRP1,PREPARACION LINEA 1,UNIDAD,K6EE72,PR-PRP1-MLA-K6EE72,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-MULTIASPIRADORES,PR-PRP1-MLA-K6EE72,MULTIASPIRADOR KICE 1 6 EE72 <A TSG-58>,PR-PRP1-MLA-K6EE72,MULTIASPIRADOR KICE 1 6 EE72 <A TSG-58>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PRP1,PREPARACION LINEA 1,UNIDAD,KREP,PR-PRP1-MLA-KREP,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-MULTIASPIRADORES,PR-PRP1-MLA-KREP,MULTIASPIRADOR KICE 2 REPASO <A TSG-21>,PR-PRP1-MLA-KREP,MULTIASPIRADOR KICE 2 REPASO <A TSG-21>,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PRP1,PREPARACION LINEA 1,SUBSECTOR,NORIAS PREPARACION LINEA 1,PR-PRP1-LGC-NORIAS,BTZ_Description_03,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-NORIAS,,,PR-PRP1-LGC-NORIAS,LOGICO NORIAS PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,PRP1,PREPARACION LINEA 1,UNIDAD,TSG17,PR-PRP1-NOR-TSG17,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-NORIAS,PR-PRP1-NOR-TSG17,NORIA TSG-17,PR-PRP1-NOR-TSG17,NORIA TSG-17,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PRP1,PREPARACION LINEA 1,UNIDAD,TSG20,PR-PRP1-NOR-TSG20,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-NORIAS,PR-PRP1-NOR-TSG20,NORIA TSG-20,PR-PRP1-NOR-TSG20,NORIA TSG-20,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PRP1,PREPARACION LINEA 1,UNIDAD,TSG22,PR-PRP1-NOR-TSG22,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-NORIAS,PR-PRP1-NOR-TSG22,NORIA TSG-22,PR-PRP1-NOR-TSG22,NORIA TSG-22,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PRP1,PREPARACION LINEA 1,UNIDAD,TSG31,PR-PRP1-NOR-TSG31,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-NORIAS,PR-PRP1-NOR-TSG31,NORIA TSG-31,PR-PRP1-NOR-TSG31,NORIA TSG-31,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,PRP1,PREPARACION LINEA 1,UNIDAD,TSG38,PR-PRP1-NOR-TSG38,BTZ_Description_04,PR-PRP1-LGC-PREPARACION 1,PR-PRP1-LGC-NORIAS,PR-PRP1-NOR-TSG38,NORIA TSG-38,PR-PRP1-NOR-TSG38,NORIA TSG-38,UNIDAD_HOJA_BAJO_SUBSECTOR
